file,chapter,title,words,hrefs,images,figures,code_blocks,callout_count,flags,changes
part-5-learning-from-demonstration-and-robot-data/module-24-robot-datasets-and-data-scaling-laws/section-24.5.html,Chapter 24: Robot Datasets and Data Scaling Laws,Section 24.5: Curating and mixing data,2177,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-25-offline-rl-and-dataset-based-robot-learning/section-25.1.html,Chapter 25: Offline RL and Dataset-Based Robot Learning,Section 25.1: Learning without online interaction,2169,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-25-offline-rl-and-dataset-based-robot-learning/section-25.2.html,Chapter 25: Offline RL and Dataset-Based Robot Learning,Section 25.2: Distribution shift and extrapolation error,2199,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-25-offline-rl-and-dataset-based-robot-learning/section-25.3.html,Chapter 25: Offline RL and Dataset-Based Robot Learning,"Section 25.3: Conservative methods (CQL, IQL) and their intuition",2980,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-25-offline-rl-and-dataset-based-robot-learning/section-25.4.html,Chapter 25: Offline RL and Dataset-Based Robot Learning,Section 25.4: Offline-to-online fine-tuning,2199,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-25-offline-rl-and-dataset-based-robot-learning/section-25.5.html,Chapter 25: Offline RL and Dataset-Based Robot Learning,Section 25.5: Evaluating offline policies rigorously,2173,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-26-skills-hierarchy-and-task-decomposition/section-26.1.html,"Chapter 26: Skills, Hierarchy, and Task Decomposition",Section 26.1: What a skill is; low- vs. high-level actions,2246,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-26-skills-hierarchy-and-task-decomposition/section-26.2.html,"Chapter 26: Skills, Hierarchy, and Task Decomposition",Section 26.2: The options framework,2819,22,1,1,8,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-26-skills-hierarchy-and-task-decomposition/section-26.3.html,"Chapter 26: Skills, Hierarchy, and Task Decomposition",Section 26.3: Skill discovery and hierarchical RL,2156,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-26-skills-hierarchy-and-task-decomposition/section-26.4.html,"Chapter 26: Skills, Hierarchy, and Task Decomposition",Section 26.4: Language as a high-level controller,2157,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-5-learning-from-demonstration-and-robot-data/module-26-skills-hierarchy-and-task-decomposition/section-26.5.html,"Chapter 26: Skills, Hierarchy, and Task Decomposition",Section 26.5: Skill libraries for embodied agents,2160,22,1,1,2,18,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.1.html,Chapter 27: Visual Perception for Action,Section 27.1: Seeing to classify vs. seeing to act,1907,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.2.html,Chapter 27: Visual Perception for Action,"Section 27.2: Detection, segmentation, and the Segment Anything family",1911,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.3.html,Chapter 27: Visual Perception for Action,Section 27.3: Depth estimation and metric scale,1849,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.4.html,Chapter 27: Visual Perception for Action,Section 27.4: Optical flow and motion cues,1848,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.5.html,Chapter 27: Visual Perception for Action,Section 27.5: Affordances and graspable regions,1821,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.6.html,Chapter 27: Visual Perception for Action,Section 27.6: Active and embodied perception,1795,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-27-visual-perception-for-action/section-27.7.html,Chapter 27: Visual Perception for Action,Section 27.7: When perception failures become action failures,1799,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.1.html,Chapter 28: 3D Perception and Neural Scene Representations,Section 28.1: Why 3D matters for manipulation and navigation,1847,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.2.html,Chapter 28: 3D Perception and Neural Scene Representations,Section 28.2: Point clouds and depth maps,1819,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.3.html,Chapter 28: 3D Perception and Neural Scene Representations,Section 28.3: 3D detection and scene reconstruction,1789,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.4.html,Chapter 28: 3D Perception and Neural Scene Representations,Section 28.4: Occupancy grids and voxel maps,1812,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.5.html,Chapter 28: 3D Perception and Neural Scene Representations,Section 28.5: NeRF: implicit radiance fields,1791,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.6.html,Chapter 28: 3D Perception and Neural Scene Representations,"Section 28.6: 3D Gaussian Splatting: explicit, editable, real-time",1823,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-28-3d-perception-and-neural-scene-representations/section-28.7.html,Chapter 28: 3D Perception and Neural Scene Representations,"Section 28.7: Scene representations for robotics: SLAM, real2sim, manipulation",1849,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.1.html,Chapter 29: Localization and Mapping (SLAM),Section 29.1: Where am I and what does the world look like,1934,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.2.html,Chapter 29: Localization and Mapping (SLAM),Section 29.2: Odometry and dead reckoning,1789,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.3.html,Chapter 29: Localization and Mapping (SLAM),Section 29.3: Localization (Monte Carlo / particle filters),1813,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.4.html,Chapter 29: Localization and Mapping (SLAM),Section 29.4: Mapping and occupancy grids,1788,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.5.html,Chapter 29: Localization and Mapping (SLAM),Section 29.5: SLAM: graph-based and visual SLAM,1850,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.6.html,Chapter 29: Localization and Mapping (SLAM),Section 29.6: Neural and Gaussian-splat SLAM,1791,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.7.html,Chapter 29: Localization and Mapping (SLAM),Section 29.7: Map uncertainty,1701,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-29-localization-and-mapping-slam/section-29.8.html,Chapter 29: Localization and Mapping (SLAM),Section 29.8: Modern SLAM Systems And Failure Modes,1304,19,1,2,1,12,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.1.html,Chapter 30: Navigation and Path Planning,Section 30.1: Navigation as embodied intelligence,1830,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.2.html,Chapter 30: Navigation and Path Planning,"Section 30.2: Graph search: BFS, Dijkstra, A*",1841,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.3.html,Chapter 30: Navigation and Path Planning,"Section 30.3: Sampling-based planning: RRT, RRT*, PRM",1899,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.4.html,Chapter 30: Navigation and Path Planning,"Section 30.4: Local planning and obstacle avoidance (DWA, potential fields)",1955,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.5.html,Chapter 30: Navigation and Path Planning,Section 30.5: Learned navigation policies,1809,17,1,3,3,15,,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.6.html,Chapter 30: Navigation and Path Planning,Section 30.6: Language- and image-goal navigation,1798,17,0,2,3,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-6-embodied-perception/module-30-navigation-and-path-planning/section-30.7.html,Chapter 30: Navigation and Path Planning,Section 30.7: Field Navigation Under Degraded Sensing,1254,17,1,2,1,12,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.1.html,Chapter 31: Language-Guided Embodied Agents,Section 31.1: Why language matters in embodied AI,1816,16,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.2.html,Chapter 31: Language-Guided Embodied Agents,"Section 31.2: Instructions, goals, constraints",1753,16,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.3.html,Chapter 31: Language-Guided Embodied Agents,Section 31.3: Grounding language in perception; referring expressions,1808,16,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.4.html,Chapter 31: Language-Guided Embodied Agents,Section 31.4: Object- and region-centric grounding,1797,16,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.5.html,Chapter 31: Language-Guided Embodied Agents,Section 31.5: Task planning from language; ambiguity and clarification,1821,16,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-31-language-guided-embodied-agents/section-31.6.html,Chapter 31: Language-Guided Embodied Agents,Section 31.6: Human-agent interaction,1722,16,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.1.html,Chapter 32: Vision-Language Models for Embodiment,Section 32.1: From image-text models to embodied perception,1838,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.2.html,Chapter 32: Vision-Language Models for Embodiment,"Section 32.2: CLIP, SigLIP, DINOv2 representations",1789,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.3.html,Chapter 32: Vision-Language Models for Embodiment,Section 32.3: Vision-language encoders and open-vocabulary detection,1837,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.4.html,Chapter 32: Vision-Language Models for Embodiment,Section 32.4: Visual question answering and scene description in environments,1850,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.5.html,Chapter 32: Vision-Language Models for Embodiment,Section 32.5: Multimodal memory,1745,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-32-vision-language-models-for-embodiment/section-32.6.html,Chapter 32: Vision-Language Models for Embodiment,Section 32.6: Limits of static VLMs in dynamic worlds,1801,17,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.1.html,Chapter 33: LLMs as Planners and Controllers,Section 33.1: What LLMs can and cannot do in embodied tasks,1882,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.2.html,Chapter 33: LLMs as Planners and Controllers,Section 33.2: SayCan: affordance-grounded planning,1806,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.3.html,Chapter 33: LLMs as Planners and Controllers,Section 33.3: Code as Policies: LLMs that write robot code,1867,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.4.html,Chapter 33: LLMs as Planners and Controllers,Section 33.4: VoxPoser: composing 3D value maps,1799,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.5.html,Chapter 33: LLMs as Planners and Controllers,Section 33.5: ReKep: relational keypoint constraints,1797,17,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.6.html,Chapter 33: LLMs as Planners and Controllers,"Section 33.6: Tool use, action APIs, plan verification, replanning",1809,17,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.7.html,Chapter 33: LLMs as Planners and Controllers,"Section 33.7: Memory, state tracking, and hallucination in physical tasks",1836,17,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-33-llms-as-planners-and-controllers/section-33.8.html,Chapter 33: LLMs as Planners and Controllers,Section 33.8: Safe LLM-agent interfaces,1764,17,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.1.html,Chapter 34: Vision-Language-Action Models,Section 34.1: From VLMs to VLAs: the core idea,1618,20,1,2,2,13,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.2.html,Chapter 34: Vision-Language-Action Models,"Section 34.2: The lineage: RT-1, RT-2, RT-X / Open X-Embodiment",1514,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.3.html,Chapter 34: Vision-Language-Action Models,"Section 34.3: Open generalist policies: Octo, OpenVLA",1421,19,1,2,1,13,,added reader-pathway callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.4.html,Chapter 34: Vision-Language-Action Models,"Section 34.4: Diffusion and flow VLAs: RDT-1B, pi-zero, pi-zero FAST, pi-zero point five",1518,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.5.html,Chapter 34: Vision-Language-Action Models,Section 34.5: Action tokenization vs. continuous heads; the FAST tokenizer,1563,19,1,2,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.6.html,Chapter 34: Vision-Language-Action Models,Section 34.6: Co-training with web data for semantic generalization,1453,20,0,1,1,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.7.html,Chapter 34: Vision-Language-Action Models,Section 34.7: Prompting and conditioning embodied policies,2211,20,0,1,6,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.8.html,Chapter 34: Vision-Language-Action Models,Section 34.8: Evaluating VLA behavior; limitations and open problems,1489,20,0,1,1,13,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-34-vision-language-action-models/section-34.9.html,Chapter 34: Vision-Language-Action Models,Section 34.9: Action Representations In VLA Systems,1287,18,1,2,1,12,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.1.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,Section 35.1: Why foundation models matter for robotics,1866,18,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.2.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,Section 35.2: Cross-embodiment training and transfer,1845,18,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.3.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,"Section 35.3: Dual-system architectures: GR00T N1.5, Helix, Gemini Robotics (with Frontier Watch caveats)",1985,18,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.4.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,Section 35.4: Large behavior models and rigorous evaluation,1862,18,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.5.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,Section 35.5: Adapting to new robots; prompting and conditioning,1876,18,1,2,2,15,,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.6.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,"Section 35.6: Data scale, compute, and the open-vs-closed divide",1887,18,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.7.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,Section 35.7: Limitations and open questions,1818,18,0,1,2,15,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-7-language-vision-and-action/module-35-robot-foundation-models-and-cross-embodiment-learning/section-35.8.html,Chapter 35: Robot Foundation Models and Cross-Embodiment Learning,"Section 35.8: Serving, Fine-Tuning, And Evaluating Open Robot Foundation Models",1312,18,1,2,1,12,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-36-predicting-the-future/section-36.1.html,Chapter 36: Predicting the Future,Section 36.1: Why agents need to predict,1864,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-36-predicting-the-future/section-36.2.html,Chapter 36: Predicting the Future,Section 36.2: Forward/dynamics models; state vs. observation prediction,1911,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-36-predicting-the-future/section-36.3.html,Chapter 36: Predicting the Future,Section 36.3: Error accumulation and horizon,1844,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-36-predicting-the-future/section-36.4.html,Chapter 36: Predicting the Future,Section 36.4: Uncertainty in prediction,1818,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-36-predicting-the-future/section-36.5.html,Chapter 36: Predicting the Future,Section 36.5: Planning with predicted futures,1840,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-37-model-based-rl-and-mpc/section-37.1.html,Chapter 37: Model-Based RL and MPC,Section 37.1: Model-free vs. model-based trade-offs,1941,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-37-model-based-rl-and-mpc/section-37.2.html,Chapter 37: Model-Based RL and MPC,Section 37.2: Learning dynamics models; ensembles and uncertainty,1924,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-37-model-based-rl-and-mpc/section-37.3.html,Chapter 37: Model-Based RL and MPC,Section 37.3: Planning with learned models; MPC and CEM/MPPI,1962,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-37-model-based-rl-and-mpc/section-37.4.html,Chapter 37: Model-Based RL and MPC,Section 37.4: Imagination rollouts,1826,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-37-model-based-rl-and-mpc/section-37.5.html,Chapter 37: Model-Based RL and MPC,Section 37.5: Sample-efficiency advantages and failure modes,1913,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.1.html,Chapter 38: Latent World Models,Section 38.1: Why predict in latent space,1858,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.2.html,Chapter 38: Latent World Models,Section 38.2: Autoencoders and recurrent state-space models (RSSM),1905,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.3.html,Chapter 38: Latent World Models,Section 38.3: Dreamer to DreamerV3,1812,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.4.html,Chapter 38: Latent World Models,Section 38.4: Transformer world models (IRIS),1837,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.5.html,Chapter 38: Latent World Models,Section 38.5: TD-MPC2: latent MPC at scale,1885,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-38-latent-world-models/section-38.6.html,Chapter 38: Latent World Models,Section 38.6: World models for visual control,1833,21,0,0,2,14,missing-raster-illustration,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.1.html,Chapter 39: Generative and Video World Models,Section 39.1: Generative models as learned simulators,1901,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.2.html,Chapter 39: Generative and Video World Models,"Section 39.2: Genie 1-3: interactive, playable world models",1903,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.3.html,Chapter 39: Generative and Video World Models,Section 39.3: Video generation as world simulation: Sora and successors,1973,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.4.html,Chapter 39: Generative and Video World Models,Section 39.4: NVIDIA Cosmos: world foundation models for physical AI,1973,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.5.html,Chapter 39: Generative and Video World Models,Section 39.5: GameNGen and Oasis: neural game engines,1925,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.6.html,Chapter 39: Generative and Video World Models,"Section 39.6: Using generative world models for data and evaluation (e.g., humanoid pipelines)",1984,21,0,0,2,14,missing-raster-illustration,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-39-generative-and-video-world-models/section-39.7.html,Chapter 39: Generative and Video World Models,"Section 39.7: Evaluating consistency, controllability, and horizon",1875,21,0,0,2,14,missing-raster-illustration,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-40-predictive-representations-and-self-supervised-world-models/section-40.1.html,Chapter 40: Predictive Representations and Self-Supervised World Models,"Section 40.1: Predict in representation space, not pixels: the JEPA idea",1967,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-40-predictive-representations-and-self-supervised-world-models/section-40.2.html,Chapter 40: Predictive Representations and Self-Supervised World Models,Section 40.2: I-JEPA and V-JEPA,1830,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-40-predictive-representations-and-self-supervised-world-models/section-40.3.html,Chapter 40: Predictive Representations and Self-Supervised World Models,Section 40.3: V-JEPA 2 and action-conditioned latent planning,1899,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-40-predictive-representations-and-self-supervised-world-models/section-40.4.html,Chapter 40: Predictive Representations and Self-Supervised World Models,Section 40.4: Self-supervised pretraining for control,1876,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-41-diffusion-and-generative-planning/section-41.1.html,Chapter 41: Diffusion and Generative Planning,Section 41.1: Diffusion models as planners,1845,21,1,1,2,14,,added reader-pathway callout
part-8-world-models-and-model-based-embodied-ai/module-41-diffusion-and-generative-planning/section-41.2.html,Chapter 41: Diffusion and Generative Planning,Section 41.2: Diffuser and Decision Diffuser,1845,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-41-diffusion-and-generative-planning/section-41.3.html,Chapter 41: Diffusion and Generative Planning,Section 41.3: Generative trajectory planning and scoring,1870,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-41-diffusion-and-generative-planning/section-41.4.html,Chapter 41: Diffusion and Generative Planning,Section 41.4: Generating scenes and synthetic experience,1872,21,1,1,2,14,,added reader-pathway callout; added memory-hook fun-note callout
part-8-world-models-and-model-based-embodied-ai/module-41-diffusion-and-generative-planning/section-41.5.html,Chapter 41: Diffusion and Generative Planning,Section 41.5: Risks of generated experience,1844,21,1,1,2,14,,added reader-pathway callout
part-9-manipulation-locomotion-and-embodied-skills/module-42-robotic-manipulation/section-42.1.html,Chapter 42: Robotic Manipulation,Section 42.1: What manipulation is; reaching and pushing,1473,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-9-manipulation-locomotion-and-embodied-skills/module-42-robotic-manipulation/section-42.2.html,Chapter 42: Robotic Manipulation,Section 42.2: Pick-and-place pipelines,1424,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-9-manipulation-locomotion-and-embodied-skills/module-42-robotic-manipulation/section-42.3.html,Chapter 42: Robotic Manipulation,Section 42.3: Contact-rich interaction,1397,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-9-manipulation-locomotion-and-embodied-skills/module-42-robotic-manipulation/section-42.4.html,Chapter 42: Robotic Manipulation,Section 42.4: Perception for manipulation,1416,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
part-9-manipulation-locomotion-and-embodied-skills/module-42-robotic-manipulation/section-42.5.html,Chapter 42: Robotic Manipulation,"Section 42.5: Learning manipulation policies (IL, RL, VLA)",1488,19,1,2,1,14,,added reader-pathway callout; added memory-hook fun-note callout
